Time_abs/ps, Signal/nA
  1843.904,     0.593073
  1843.954,     0.442770
  1844.004,     0.278418
  1844.054,     0.097056
  1844.104,    -0.097083
  1844.154,    -0.300511
  1844.204,    -0.506365
  1844.254,    -0.704313
  1844.304,    -0.886506
  1844.354,    -1.046709
  1844.404,    -1.180950
  1844.454,    -1.280955
  1844.504,    -1.341840
  1844.554,    -1.367472
  1844.604,    -1.348967
  1844.654,    -1.283363
  1844.704,    -1.161283
  1844.754,    -0.969167
  1844.804,    -0.693351
  1844.854,    -0.317446
  1844.904,     0.175077
  1844.954,     0.792340
  1845.004,     1.537639
  1845.054,     2.396895
  1845.104,     3.346464
  1845.154,     4.337778
  1845.204,     5.317089
  1845.254,     6.211363
  1845.304,     6.945147
  1845.354,     7.447145
  1845.404,     7.662792
  1845.454,     7.566547
  1845.504,     7.161211
  1845.554,     6.481936
  1845.604,     5.585677
  1845.654,     4.548907
  1845.704,     3.442319
  1845.754,     2.330319
  1845.804,     1.264707
  1845.854,     0.283138
  1845.904,    -0.588989
  1845.954,    -1.331114
  1846.004,    -1.929458
  1846.054,    -2.368517
  1846.104,    -2.643327
  1846.154,    -2.752859
  1846.204,    -2.705442
  1846.254,    -2.518986
  1846.304,    -2.219763
  1846.354,    -1.834782
  1846.404,    -1.394621
  1846.454,    -0.930388
  1846.504,    -0.458428
  1846.554,    -0.002315
  1846.604,     0.416189
  1846.654,     0.775629
  1846.704,     1.054057
  1846.754,     1.220348
  1846.804,     1.265327
  1846.854,     1.174862
  1846.904,     0.963497
  1846.954,     0.657946
  1847.004,     0.296877
  1847.054,    -0.069624
  1847.104,    -0.400961
  1847.154,    -0.666303
  1847.204,    -0.854159
  1847.254,    -0.977221
  1847.304,    -1.052297
  1847.354,    -1.103036
  1847.404,    -1.141491
  1847.454,    -1.169693
  1847.504,    -1.183404
  1847.554,    -1.176802
  1847.604,    -1.138949
  1847.654,    -1.068549
  1847.704,    -0.978329
  1847.754,    -0.878594
  1847.804,    -0.789228
  1847.854,    -0.722657
  1847.904,    -0.695293
  1847.954,    -0.712338
  1848.004,    -0.769112
  1848.054,    -0.862069
  1848.104,    -0.978604
  1848.154,    -1.103853
  1848.204,    -1.224553
  1848.254,    -1.326829
  1848.304,    -1.407271
  1848.354,    -1.452547
  1848.404,    -1.460956
  1848.454,    -1.426348
  1848.504,    -1.345088
  1848.554,    -1.220760
  1848.604,    -1.050265
  1848.654,    -0.838910
  1848.704,    -0.585705
  1848.754,    -0.289572
  1848.804,     0.064048
  1848.854,     0.488733
  1848.904,     0.997258
  1848.954,     1.599691
  1849.004,     2.306081
  1849.054,     3.116322
  1849.104,     4.004187
  1849.154,     4.938485
  1849.204,     5.862762
  1849.254,     6.703374
  1849.304,     7.377413
  1849.354,     7.805145
  1849.404,     7.926961
  1849.454,     7.708322
  1849.504,     7.161276
  1849.554,     6.344819
  1849.604,     5.353315
  1849.654,     4.295639
  1849.704,     3.278273
  1849.754,     2.378051
  1849.804,     1.630889
  1849.854,     1.039655
  1849.904,     0.580278
  1849.954,     0.222079
  1850.004,    -0.071003
