Time_abs/ps, Signal/nA
  1839.104,    -0.305568
  1839.154,    -0.340505
  1839.204,    -0.390463
  1839.254,    -0.440695
  1839.304,    -0.472640
  1839.354,    -0.479793
  1839.404,    -0.460837
  1839.454,    -0.430320
  1839.504,    -0.390331
  1839.554,    -0.347168
  1839.604,    -0.304725
  1839.654,    -0.264954
  1839.704,    -0.239603
  1839.754,    -0.231131
  1839.804,    -0.243683
  1839.854,    -0.277019
  1839.904,    -0.321456
  1839.954,    -0.364616
  1840.004,    -0.402764
  1840.054,    -0.437404
  1840.104,    -0.470015
  1840.154,    -0.506042
  1840.204,    -0.543374
  1840.254,    -0.580694
  1840.304,    -0.620788
  1840.354,    -0.669923
  1840.404,    -0.734138
  1840.454,    -0.799864
  1840.504,    -0.857744
  1840.554,    -0.893096
  1840.604,    -0.903007
  1840.654,    -0.890098
  1840.704,    -0.865307
  1840.754,    -0.840739
  1840.804,    -0.823887
  1840.854,    -0.819679
  1840.904,    -0.827282
  1840.954,    -0.850788
  1841.004,    -0.876260
  1841.054,    -0.900102
  1841.104,    -0.910557
  1841.154,    -0.904658
  1841.204,    -0.882547
  1841.254,    -0.845088
  1841.304,    -0.797429
  1841.354,    -0.744825
  1841.404,    -0.691443
  1841.454,    -0.647043
  1841.504,    -0.619963
  1841.554,    -0.611187
  1841.604,    -0.616365
  1841.654,    -0.633337
  1841.704,    -0.657916
  1841.754,    -0.690542
  1841.804,    -0.722200
  1841.854,    -0.753109
  1841.904,    -0.773396
  1841.954,    -0.782565
  1842.004,    -0.784617
  1842.054,    -0.777923
  1842.104,    -0.768690
  1842.154,    -0.750602
  1842.204,    -0.741175
  1842.254,    -0.735639
  1842.304,    -0.746176
  1842.354,    -0.771563
  1842.404,    -0.810997
  1842.454,    -0.865802
  1842.504,    -0.932303
  1842.554,    -1.011167
  1842.604,    -1.098990
  1842.654,    -1.199540
  1842.704,    -1.308989
  1842.754,    -1.424322
  1842.804,    -1.529486
  1842.854,    -1.605571
  1842.904,    -1.635259
  1842.954,    -1.593207
  1843.004,    -1.465565
  1843.054,    -1.231939
  1843.104,    -0.867564
  1843.154,    -0.337116
  1843.204,     0.391533
  1843.254,     1.343551
  1843.304,     2.498703
  1843.354,     3.802943
  1843.404,     5.152665
  1843.454,     6.409326
  1843.504,     7.417937
  1843.554,     8.037283
  1843.604,     8.169525
  1843.654,     7.789300
  1843.704,     6.958420
  1843.754,     5.813530
  1843.804,     4.528549
  1843.854,     3.288475
  1843.904,     2.224133
  1843.954,     1.390518
  1844.004,     0.771831
  1844.054,     0.309926
  1844.104,    -0.055635
  1844.154,    -0.346996
  1844.204,    -0.576448
  1844.254,    -0.735245
  1844.304,    -0.828898
  1844.354,    -0.883350
  1844.404,    -0.925507
  1844.454,    -0.969478
  1844.504,    -1.009887
  1844.554,    -1.033447
  1844.604,    -1.024382
  1844.654,    -0.985313
  1844.704,    -0.920708
  1844.754,    -0.831138
  1844.804,    -0.716940
  1844.854,    -0.585851
  1844.904,    -0.447495
  1844.954,    -0.314867
  1845.004,    -0.198970
  1845.054,    -0.100731
  1845.104,    -0.018843
  1845.154,     0.045443
  1845.204,     0.081037
  1845.254,     0.096056
  1845.304,     0.085607
  1845.354,     0.060388
  1845.404,     0.038038
  1845.454,     0.021523
  1845.504,     0.023724
  1845.554,     0.046245
  1845.604,     0.086071
  1845.654,     0.127669
  1845.704,     0.148121
  1845.754,     0.118703
  1845.804,     0.024794
  1845.854,    -0.144478
  1845.904,    -0.381061
  1845.954,    -0.669388
  1846.004,    -0.983199
  1846.054,    -1.298639
  1846.104,    -1.578361
  1846.154,    -1.805531
  1846.204,    -1.962883
  1846.254,    -2.043059
  1846.304,    -2.045060
  1846.354,    -1.982035
  1846.404,    -1.863563
  1846.454,    -1.698017
  1846.504,    -1.495812
  1846.554,    -1.266368
  1846.604,    -1.013204
  1846.654,    -0.756612
  1846.704,    -0.500508
  1846.754,    -0.259335
  1846.804,    -0.034307
  1846.854,     0.177207
  1846.904,     0.380512
  1846.954,     0.576337
  1847.004,     0.767116
  1847.054,     0.944294
  1847.104,     1.104824
  1847.154,     1.249889
  1847.204,     1.370386
  1847.254,     1.471722
  1847.304,     1.548530
  1847.354,     1.612468
  1847.404,     1.658164
  1847.454,     1.694580
  1847.504,     1.712592
  1847.554,     1.707130
  1847.604,     1.671218
  1847.654,     1.595015
  1847.704,     1.478180
  1847.754,     1.327983
  1847.804,     1.151218
  1847.854,     0.965913
  1847.904,     0.789096
  1847.954,     0.632052
  1848.004,     0.497814
  1848.054,     0.388999
  1848.104,     0.300480
  1848.154,     0.235303
  1848.204,     0.192713
  1848.254,     0.177322
  1848.304,     0.182148
  1848.354,     0.203271
  1848.404,     0.235078
  1848.454,     0.279453
  1848.504,     0.332091
  1848.554,     0.398297
  1848.604,     0.477050
  1848.654,     0.556857
  1848.704,     0.630534
  1848.754,     0.690869
  1848.804,     0.728794
  1848.854,     0.748830
  1848.904,     0.748105
  1848.954,     0.734359
  1849.004,     0.709414
  1849.054,     0.679448
  1849.104,     0.650621
  1849.154,     0.625119
  1849.204,     0.607865
  1849.254,     0.593550
  1849.304,     0.584382
  1849.354,     0.573888
  1849.404,     0.556053
  1849.454,     0.524782
  1849.504,     0.474845
  1849.554,     0.414350
  1849.604,     0.345048
  1849.654,     0.280643
  1849.704,     0.228202
  1849.754,     0.190070
  1849.804,     0.167722
  1849.854,     0.155212
  1849.904,     0.138667
  1849.954,     0.107966
  1850.004,     0.058817
